0.12828,0.47574,76.8,0.023747,0.024257,6465.4,0.1541,0.15575,80.408,4.6912,-0.061277,0.82215,25.184,3.29,2.0974
0.32233,0.25104,98.109,0.0084875,0.012978,4412.3,0.092128,0.11392,66.425,0.90852,1.1177,0.72585,3.5161,4.3261,2.3285
0.19715,0.30928,105.34,0.014197,0.018076,3682,0.11915,0.13445,60.68,1.8234,0.69751,0.12642,6.3126,3.6513,1.6181
0.54303,0.16573,145.66,0.039849,0.0059308,4281.7,0.19962,0.077012,65.435,-0.20775,1.304,-0.55866,4.2718,6.7022,2.0534
0.31704,0.5122,141.08,0.16475,0.054004,1845.4,0.40589,0.23239,42.958,0.78637,-0.25033,-0.47508,1.6572,1.9546,2.7161
0.24113,0.60422,119.86,0.035524,0.037683,4742.5,0.18848,0.19412,68.866,1.0442,-0.55657,0.16226,2.5234,3.1487,1.7159
0.23093,0.47493,139.44,0.1262,0.065418,4057.7,0.35525,0.25577,63.7,1.3529,-0.33174,0.18007,3.012,2.1851,2.1879
0.088373,0.60359,160.6,0.001078,0.016209,2513.4,0.032833,0.12731,50.134,15.057,-0.53374,-0.48456,406.83,3.2983,2.4552
0.20234,0.39632,124.88,0.096485,0.051656,3189.5,0.31062,0.22728,56.475,1.8601,0.19077,0.39899,4.6952,2.1146,2.7157
0.33176,0.39912,87.549,0.0066639,0.032169,6997.7,0.081633,0.17936,83.652,-0.5491,0.3771,0.67916,11.672,3.0141,1.8947
0.51221,0.34676,92.062,0.097697,0.04952,4409.7,0.31257,0.22253,66.405,-0.14453,0.79492,0.46668,1.7332,2.9372,2.1776
0.10046,0.31267,102.87,0.032994,0.009326,3809.3,0.18164,0.096571,61.72,4.4647,0.34249,0.44089,21.736,3.2346,1.8991
0.29413,0.30136,95.602,0.051266,0.061604,3344.9,0.22642,0.2482,57.835,1.5653,1.0033,0.49492,4.4916,2.8296,2.3679
0.17276,0.27023,124.48,0.031471,0.022806,4242.7,0.1774,0.15102,65.136,2.9837,0.67464,-0.17299,11.608,3.3281,1.9212
0.25146,0.31861,104.29,0.020869,0.013308,3676.9,0.14446,0.11536,60.638,2.9674,0.72799,0.33344,15.991,4.5944,2.0929
0.61308,0.2145,106.31,0.048442,0.01656,2278.1,0.2201,0.12868,47.729,-1.2,1.0656,0.50193,5.1449,4.2286,3.2005
0.3466,0.33447,117.49,0.10789,0.0183,3225.9,0.32846,0.13528,56.797,0.85505,-0.13629,-0.055666,2.1147,3.1835,2.2866
0.49052,0.3141,81.292,0.079097,0.031542,3542.3,0.28124,0.1776,59.517,-0.34131,0.58899,0.70306,2.1971,2.9783,2.4146
0.10731,0.452,130.18,0.002472,0.01376,4128.2,0.049719,0.1173,64.251,11.202,0.16175,0.062608,197.11,3.6124,1.7312
0.32168,0.19932,106.48,0.10711,0.029976,5383.8,0.32728,0.17314,73.375,0.93134,1.7097,0.34345,2.3904,6.5878,1.8261
0.11247,0.51972,92.875,0.030165,0.020327,4247.8,0.17368,0.14257,65.175,4.434,0.37123,0.60555,21.949,2.8278,1.9916
0.11938,0.71791,155.9,0.00043037,0.012743,2058.6,0.020745,0.11289,45.372,14.789,0.16378,-0.85299,652.17,2.6587,3.6167
0.12931,0.29716,143.01,0.030545,0.02208,4089.1,0.17477,0.14859,63.946,2.6909,0.89233,-0.26748,10.29,4.5035,1.9342
0.41682,0.15543,131,0.064925,0.0095031,4015.1,0.2548,0.097484,63.365,0.18377,0.80784,0.12972,1.9383,3.3704,1.9922
0.41909,0.21826,107.53,0.074217,0.066411,6271,0.27243,0.2577,79.19,0.16426,1.7302,0.29261,2.0884,5.1018,1.7729
0.21551,0.27619,77.055,0.063129,0.032634,4867.8,0.25126,0.18065,69.769,1.9705,0.44131,1.0926,6.1276,2.2322,3.0753
0.28053,0.26126,112.51,0.022729,0.035232,4430.8,0.15076,0.1877,66.564,1.1718,1.029,0.4247,6.2664,4.0998,2.2184
0.38296,0.13537,134.96,0.055793,0.022771,4362.7,0.23621,0.1509,66.051,0.22392,1.9904,-0.21782,1.7396,6.4475,2.1469
0.26839,0.26681,117.88,0.12969,0.03072,4797,0.36012,0.17527,69.261,1.0354,1.4991,0.29604,2.2588,6.9179,2.1989
0.32264,0.32943,114.97,0.023324,0.071078,2496.6,0.15272,0.2666,49.966,1.1309,0.33271,0.37632,4.0189,1.4656,2.8496
0.47428,0.28018,66.195,0.08279,0.028941,5306.4,0.28773,0.17012,72.845,0.018678,1.7721,1.1004,1.5828,7.5701,2.75
0.18071,0.3265,98.833,0.044737,0.045972,7526.3,0.21151,0.21441,86.754,2.0029,0.53044,0.15498,6.172,3.9112,1.3988
0.13238,0.49762,109.74,0.0048917,0.026344,4120,0.069941,0.16231,64.188,8.5163,0.18523,0.32215,95.407,3.4569,2.1325
0.26102,0.25867,105.26,0.008931,0.020011,3637.8,0.094504,0.14146,60.314,1.8225,1.94,0.14562,16.127,7.8844,2.111
0.14402,0.25784,141.82,0.07597,0.014838,3120.7,0.27563,0.12181,55.863,2.6596,1.3793,-0.33132,8.1697,5.2872,1.9998
0.27125,0.16958,168.09,0.14578,0.013548,3916.6,0.38181,0.1164,62.583,1.1618,2.1137,-0.61793,2.4418,10.222,2.3202
0.34919,0.18214,132.02,0.11936,0.018195,2176.7,0.34548,0.13489,46.655,0.61757,1.128,-0.18745,1.6365,4.0582,2.511
0.58763,0.39251,107.65,0.072133,0.049897,6760.6,0.26858,0.22338,82.223,-1.065,0.41445,0.37431,3.0663,2.863,1.7601
