1.1875e+09,1.2261e+09,3.9458e+09,5.217e+10,5.1494e+10,-5.3287e+09,7.2265e+10,3.8594e+11,-1.4848e+11,0.00057292,0.00058045,4.3902e-05,2.6113e-07,-1.9255e-08,1.3946e-06,-5.3652e-07,0.0011534,7.766e-09,2.4828e-12,3.0502e-12,-3.97e-24,-1.4329e-16,-4.4742e-24
1.0778e+09,1.1998e+09,4.725e+09,4.4096e+10,4.1121e+10,2.1219e+11,6.1068e+10,4.4402e+11,-5.0775e+11,0.00052925,0.00056754,6.0814e-05,2.6474e-07,9.1987e-07,1.9249e-06,-2.2012e-06,0.0010968,1.626e-08,1.9752e-12,6.4362e-12,-4.9227e-23,-5.6177e-16,-1.8619e-23
6.8969e+08,8.2823e+08,1.0579e+09,2.8145e+10,3.5096e+10,-6.1893e+10,1.3993e+11,1.1049e+12,-4.4578e+10,0.00085937,0.00068916,2.5904e-05,1.3553e-06,-5.995e-07,1.0702e-05,-4.3178e-07,0.0015485,3.1657e-08,2.0031e-10,1.4645e-10,9.3603e-21,-2.5855e-14,-6.8018e-21
9.679e+08,9.7138e+08,1.772e+09,3.6119e+10,3.9036e+10,-1.6332e+09,-1.4718e+11,-2.2063e+11,-1.4252e+11,0.00074056,0.00068523,3.3617e-05,-1.0363e-06,-1.1499e-08,-1.5534e-06,-1.0035e-06,0.0014258,7.5823e-09,4.7262e-12,7.7366e-12,2.6226e-23,3.9351e-17,-2.0416e-23
1.2122e+09,1.1582e+09,5.3686e+08,5.2464e+10,4.8874e+10,-1.4385e+11,-1.0116e+11,-2.0838e+11,6.4871e+09,0.00058315,0.00062599,6.4057e-06,-3.9892e-07,-5.6726e-07,-8.2173e-07,2.5581e-08,0.0012091,1.999e-09,9.1515e-13,1.7834e-12,2.4863e-24,6.8197e-17,3.9909e-25
1.1739e+09,1.1846e+09,8.2288e+09,4.1553e+10,5.1933e+10,-4.4794e+10,1.6464e+11,-2.5343e+11,2.125e+10,0.00062152,0.00049729,9.848e-05,6.5172e-07,-1.7731e-07,-1.0032e-06,8.4117e-08,0.0011188,5.4226e-08,8.9738e-12,1.3221e-13,3.8237e-26,-1.3639e-18,1.1511e-25
1.0078e+09,1.0098e+09,7.3546e+08,4.3381e+10,4.0465e+10,-3.1677e+10,8.3554e+09,-5.4034e+10,1.1713e+10,0.00065542,0.00070265,1.1912e-05,4.828e-08,-1.8304e-07,-3.1223e-07,6.7683e-08,0.0013581,2.7985e-09,2.6503e-13,8.2975e-14,1.847e-27,4.1128e-18,1.4098e-26
9.3382e+08,9.7624e+08,2.1949e+09,4.0187e+10,3.9127e+10,-1.0454e+11,-8.1719e+10,2.4496e+11,-2.9215e+11,0.00071021,0.00072944,3.9839e-05,-5.4445e-07,-6.9649e-07,1.632e-06,-1.9465e-06,0.0014396,6.7186e-09,2.4512e-11,8.1681e-12,-6.7377e-23,-5.6966e-16,1.1645e-22
7.5317e+08,8.2151e+08,-1.9401e+09,3.1461e+10,3.6971e+10,9.6174e+10,-9.1592e+10,1.2534e+11,-6.6516e+11,0.001071,0.00091133,-5.6199e-05,-1.0946e-06,1.1493e-06,1.4979e-06,-7.949e-06,0.0019823,3.8112e-08,2.6667e-11,4.6398e-11,1.184e-21,7.9706e-15,1.7389e-21
8.2544e+08,8.8991e+08,1.962e+09,3.3743e+10,3.6918e+10,6.6365e+10,1.2212e+11,4.9493e+11,-1.6957e+11,0.00080496,0.00073575,4.278e-05,1.0232e-06,5.5605e-07,4.1469e-06,-1.4207e-06,0.0015407,1.2111e-08,7.3046e-12,2.7478e-11,-1.7209e-22,-2.5633e-15,-4.2677e-23
1.0264e+09,1.0027e+09,-7.2412e+08,4.0121e+10,3.9645e+10,-2.7088e+11,2.1898e+11,-4.4054e+10,-1.1997e+10,0.00064278,0.0006505,-1.174e-05,1.2669e-06,-1.5672e-06,-2.5487e-07,-6.9409e-08,0.0012933,6.1085e-10,3.6221e-11,3.7027e-12,2.6279e-23,6.5024e-17,3.647e-23
9.4312e+08,9.8065e+08,7.6748e+08,4.0415e+10,4.2379e+10,7.0103e+09,-1.0144e+11,4.4757e+11,-2.222e+11,0.00071707,0.00068383,1.2986e-05,-6.1905e-07,4.2781e-08,2.7314e-06,-1.356e-06,0.0014009,1.7797e-09,2.783e-11,6.1863e-12,7.7716e-25,-2.3509e-16,-6.842e-23
1.1313e+09,1.1813e+09,9.737e+08,5.084e+10,5.0453e+10,-1.238e+11,8.8111e+09,3.7425e+11,-6.2746e+10,0.00061546,0.00062017,1.1878e-05,3.572e-08,-5.0191e-07,1.5172e-06,-2.5437e-07,0.0012356,5.8655e-10,1.1126e-11,2.9835e-12,-2.9836e-25,-4.7125e-17,-9.0066e-24
1.462e+09,1.4558e+09,1.1327e+09,6.2031e+10,6.1877e+10,6.6153e+10,9.2413e+10,1.8903e+11,2.2707e+11,0.00046387,0.00046503,8.4916e-06,2.0385e-07,1.4593e-07,4.1699e-07,5.009e-07,0.0009289,2.8976e-10,3.8291e-14,8.0382e-13,1.5788e-25,1.3602e-17,-5.997e-25
5.7639e+08,5.2737e+08,-3.607e+09,2.13e+10,2.3028e+10,-9.3727e+10,-6.0864e+10,4.6263e+09,3.8167e+11,0.0011547,0.001068,-0.00018086,-1.4442e-06,-2.2239e-06,1.0977e-07,9.0561e-06,0.0022227,1.3835e-07,6.5723e-11,4.8459e-11,4.6006e-21,1.0486e-14,-8.147e-22
7.5881e+08,9.2644e+08,4.5607e+09,2.7908e+10,3.7299e+10,2.6167e+11,7.4849e+10,5.1278e+11,-4.5317e+11,0.00082564,0.00061777,0.00010095,6.3908e-07,2.2342e-06,4.3783e-06,-3.8693e-06,0.0014434,8.3978e-08,1.1459e-11,2.7848e-11,-4.7744e-22,-7.9901e-15,-4.9291e-23
9.4216e+08,9.7612e+08,9.1592e+08,3.7455e+10,3.6219e+10,-5.2485e+10,2.228e+09,1.0306e+11,-8.3256e+10,0.00062764,0.00064904,1.5872e-05,1.4008e-08,-3.2999e-07,6.4793e-07,-5.2345e-07,0.0012767,1.4658e-09,3.0498e-12,1.1665e-12,-9.8349e-25,-4.2077e-17,1.4469e-24
1.0175e+09,1.0551e+09,5.4507e+08,4.2966e+10,4.5857e+10,6.4435e+10,1.977e+10,3.0551e+11,1.2516e+11,0.00065755,0.00061609,7.8158e-06,9.8098e-08,3.1972e-07,1.5159e-06,6.2101e-07,0.0012736,1.9631e-09,1.8023e-12,3.49e-12,-2.2284e-24,-2.384e-17,7.8365e-24
8.6468e+08,9.3993e+08,-1.3075e+09,3.1857e+10,3.712e+10,-1.9018e+11,7.587e+10,3.2031e+11,-2.5267e+11,0.00076871,0.00065971,-2.7076e-05,5.9602e-07,-1.494e-06,2.5163e-06,-1.985e-06,0.0014284,1.4812e-08,4.9506e-11,2.179e-11,-2.8292e-22,1.4361e-15,4.9288e-22
7.2013e+08,7.0962e+08,2.7941e+08,3.686e+10,3.3558e+10,-4.7098e+10,7.2193e+09,2.5734e+11,2.2565e+11,0.0010045,0.0011033,8.3635e-06,8.9882e-08,-5.8638e-07,3.2039e-06,2.8094e-06,0.0021078,1.0052e-08,3.3242e-11,1.5791e-11,-1.9429e-22,8.2892e-16,1.6631e-22
8.9887e+08,9.7948e+08,1.023e+09,3.7374e+10,4.2785e+10,1.0518e+11,1.2726e+11,3.8337e+11,-7.3136e+10,0.00075217,0.00065703,1.7984e-05,8.1461e-07,6.7328e-07,2.4541e-06,-4.6817e-07,0.0014092,1.0345e-08,1.8869e-13,1.0727e-11,1.9474e-23,-9.6425e-16,5.3619e-23
6.7763e+08,6.8275e+08,-7.04e+08,3.0072e+10,2.8828e+10,-4.2619e+10,6.5778e+10,-9.6546e+10,-4.0466e+10,0.001028,0.0010724,-2.5105e-05,1.0193e-06,-6.6044e-07,-1.4961e-06,-6.2707e-07,0.0021004,4.4889e-09,2.0975e-11,1.885e-12,-5.6757e-24,-1.251e-16,-1.1623e-23
6.4802e+08,6.5205e+08,1.5962e+09,2.7618e+10,2.7823e+10,-2.658e+10,1.3653e+11,-1.9947e+10,-5.9729e+10,0.001118,0.0011098,6.4142e-05,2.4564e-06,-4.7821e-07,-3.5888e-07,-1.0746e-06,0.0022278,1.6525e-08,6.0882e-11,6.811e-12,-9.5511e-23,-8.5209e-16,1.4438e-22
1.0668e+09,1.1068e+09,-5.5796e+08,4.7886e+10,4.8558e+10,3.2616e+10,2.5813e+11,4.157e+11,5.6766e+10,0.00064907,0.00064008,-7.4581e-06,1.1732e-06,1.4824e-07,1.8894e-06,2.58e-07,0.0012892,3.0325e-10,4.7448e-12,9.5446e-12,-7.2931e-24,-1.1992e-16,5.9425e-25
1.1409e+09,1.2006e+09,1.9449e+09,4.7941e+10,4.6065e+10,5.0291e+10,-1.3109e+11,1.1724e+11,-2.1208e+11,0.00057359,0.00059696,2.4218e-05,-5.4526e-07,2.0919e-07,4.8766e-07,-8.8214e-07,0.0011705,2.8918e-09,4.5285e-12,4.5618e-13,-5.887e-26,-6.7482e-18,6.1303e-25
8.9077e+08,9.273e+08,-1.2574e+09,3.7288e+10,4.0667e+10,-6.849e+10,-7.777e+10,3.387e+11,1.1547e+11,0.00073676,0.00067554,-2.2779e-05,-5.1691e-07,-4.5522e-07,2.2512e-06,7.675e-07,0.0014123,5.8234e-09,2.7537e-11,3.1054e-12,1.1443e-23,-2.2752e-16,7.7809e-24
8.6043e+08,9.0436e+08,-1.0033e+09,3.8806e+10,3.8101e+10,2.4968e+10,-2.2622e+10,4.6431e+11,1.378e+10,0.00075149,0.0007654,-1.9789e-05,-1.6721e-07,1.8455e-07,3.432e-06,1.0185e-07,0.0015169,1.7601e-09,2.3758e-11,1.0741e-11,1.2821e-22,7.3153e-17,5.8215e-23
9.4291e+08,1.1555e+09,-1.165e+09,4.6297e+10,4.777e+10,3.7777e+10,9.2396e+10,1.3273e+12,3.5113e+10,0.00061063,0.00059181,-1.4892e-05,3.9713e-07,1.6237e-07,5.705e-06,1.5092e-07,0.0012024,1.2415e-09,4.7598e-11,3.7334e-11,1.0538e-21,-8.1301e-16,3.0164e-22
8.3707e+08,9.9397e+08,-2.067e+08,4.3167e+10,4.1922e+10,1.1403e+11,1.062e+11,1.1642e+12,9.2937e+10,0.00071849,0.00073983,-3.5426e-06,6.5855e-07,7.0711e-07,7.2195e-06,5.7632e-07,0.0014583,5.0581e-10,5.349e-11,6.3711e-11,2.6913e-21,1.1463e-15,2.456e-21
7.6564e+08,8.6334e+08,-2.4019e+09,3.7936e+10,3.7687e+10,-6.9448e+10,-5.5364e+10,7.4473e+11,-1.1287e+11,0.00083339,0.00083889,-5.3114e-05,-4.7211e-07,-5.9221e-07,6.3506e-06,-9.6247e-07,0.0016723,1.1315e-08,1.2638e-10,3.6974e-11,1.3182e-21,2.1186e-15,-1.6623e-21
