0.0055389,18.569,30.884,-101.87,0.022049,167.3,368.88,3809.3,0.14849,12.935,19.206,61.72,42.463,1.524,0.63632,-0.44089,2415.7,6.2091,2.7035,1.8991
6.0807,3.1202,19.379,-94.602,36.936,44.242,268.2,3344.9,6.0775,6.6514,16.377,57.835,1.0285,4.0253,1.2475,-0.49492,4.1302,26.616,4.9505,2.3679
1.0441,10.139,28.949,-123.48,8.2582,103.54,326.72,4242.7,2.8737,10.175,18.075,65.136,3.9018,1.0384,0.29729,0.17299,21.553,3.5037,2.4978,1.9212
16.091,3.5844,32.527,-103.29,274.06,248.51,456.96,3676.9,16.555,15.764,21.377,60.638,0.90085,6.5434,0.62708,-0.33344,2.8596,48.457,2.9762,2.0929
14.041,13.355,3.8259,-105.31,124.21,48.266,85.373,2278.1,11.145,6.9474,9.2397,47.729,0.15273,1.3695,2.7804,-0.50193,1.7734,7.2747,10.532,3.2005
4.7285,13.338,33.027,-116.49,101.65,166.57,520.65,3225.9,10.082,12.906,22.818,56.797,2.6671,1.2402,-0.079817,0.055666,9.9941,4.4567,1.8476,2.2866
11.969,11.254,8.7062,-80.292,254.36,95.878,246.05,3542.3,15.949,9.7917,15.686,59.517,1.6463,1.3063,2.2369,-0.70306,5.1573,5.5319,8.1782,2.4146
0.00047302,17.324,59.362,-129.18,0.00077799,34.185,976.83,4128.2,0.027892,5.8468,31.254,64.251,68.158,0.077098,-0.12325,-0.062608,5214,6.6139,1.6372,1.7312
1.7324,8.2808,12.897,-105.48,11.306,109.65,173.88,5383.8,3.3625,10.472,13.186,73.375,2.4097,2.1992,1.9945,-0.34345,9.4706,9.5292,8.8209,1.8261
0.16362,19.467,43.316,-91.875,5.1573,68.172,610.38,4247.8,2.271,8.2566,24.706,65.175,15.573,0.29169,0.1729,-0.60555,260.69,3.1905,1.7886,1.9916
0.00028992,29.085,107.62,-154.9,0.00080864,45.796,533.26,2058.6,0.028437,6.7673,23.092,45.372,108.13,0.25931,-1.8863,0.85299,12433,5.738,6.8525,3.6167
1.891,24.122,37.458,-142.01,33.502,401.81,642.33,4089.1,5.7881,20.045,25.344,63.946,3.2852,1.5946,0.78862,0.26748,13.081,6.6486,4.0855,1.9342
9.1928,6.2607,12.042,-130,100.43,65.148,261.74,4015.1,10.022,8.0714,16.178,63.365,1.3356,1.8235,1.5033,-0.12972,5.2816,7.7883,4.7646,1.9922
4.9855,4.7223,5.1423,-106.53,42.221,33.269,62.271,6271,6.4978,5.7679,7.8912,79.19,1.8163,2.0164,3.3413,-0.29261,6.7613,11.3,25.007,1.7729
0.65704,10.948,22.31,-76.055,2.3515,225.19,666.45,4867.8,1.5335,15.006,25.816,69.769,3.9916,1.8645,1.6549,-1.0926,28.203,6.305,5.7729,3.0753
11.084,2.3936,20.273,-111.51,124.56,39.794,320.03,4430.8,11.161,6.3083,17.889,66.564,1.1172,3.9444,1.8276,-0.4247,4.1064,21.78,8.0052,2.2184
6.1897,5.3582,9.6604,-133.96,54.974,59.445,288.08,4362.7,7.4144,7.7101,16.973,66.051,2.1228,1.7617,2.653,0.21782,10.102,6.0248,9.8061,2.1469
1.0469,18.889,22.015,-116.88,10.34,131.67,292.05,4797,3.2155,11.475,17.09,69.261,3.6886,0.36554,0.60773,-0.29604,17.523,2.4843,3.8035,2.1989
19.941,1.5231,33.851,-113.97,355.48,13.781,1164,2496.6,18.854,3.7123,34.117,49.966,0.60735,3.0533,0.52889,-0.37632,1.7836,13.76,1.6679,2.8496
6.02,2.9164,11.78,-65.195,80.228,13.59,295.11,5306.4,8.957,3.6865,17.179,72.845,2.573,3.6102,1.5058,-1.1004,11.293,26.502,4.3068,2.75
0.98993,7.0494,33.725,-97.833,5.6772,94.51,938.33,7526.3,2.3827,9.7216,30.632,86.754,3.2179,2.1688,0.29909,-0.15498,14.724,9.2651,1.821,1.3988
0.14204,10.198,49.284,-108.74,0.56228,50.712,677.79,4120,0.74985,7.1212,26.034,64.188,7.0847,0.6519,0.24566,-0.32215,63.588,3.3304,2.4399,2.1325
9.9633,1.1369,20.652,-104.26,45.202,22.043,107.12,3637.8,6.7232,4.695,10.35,60.314,0.39441,4.7466,0.47263,-0.14562,2.5634,26.254,3.2758,2.111
0.0095825,21.569,30.822,-140.82,0.055756,39.946,80.984,3120.7,0.23613,6.3203,8.9991,55.863,28.2,0.96374,0.16098,0.33132,863.8,4.4266,3.9684,1.9998
0.10901,17.073,21.673,-167.09,0.39843,49.28,104.35,3916.6,0.63121,7.02,10.215,62.583,7.5208,-0.59201,-0.7081,0.61793,72.988,4.2295,3.2969,2.3202
3.5628,12.557,16.052,-131.02,82.806,95.794,273.49,2176.7,9.0998,9.7874,16.538,46.655,3.851,1.8026,1.2385,0.18745,22.244,8.8036,4.4207,2.511
19.788,25.42,6.6254,-106.65,477.28,361.47,219.26,6760.6,21.847,19.012,14.807,82.223,0.81122,0.50516,2.6069,-0.37431,2.3943,2.2844,9.4261,1.7601
6.2682,6.9738,3.9649,-84.436,59.711,24.289,84.73,3669.6,7.7273,4.9284,9.2049,60.578,1.1761,2.0011,6.311,-0.45929,3.4138,11.863,71.257,2.2133
0.63493,39.006,45.588,-157.24,7.0793,282.31,508.03,2576.6,2.6607,16.802,22.54,50.76,5.2332,-1.2852,-1.0601,0.54172,31.701,3.4642,2.8788,3.9938
0.75397,28.342,32.922,-135.85,5.6471,163.15,295.83,3732.6,2.3764,12.773,17.2,61.095,3.2019,-0.61313,-0.63619,-0.01861,12.56,2.5108,2.6103,2.4948
0.63228,11.613,20.17,-123.52,4.8185,43.779,176.32,5072,2.1951,6.6166,13.279,71.218,4.0467,0.069959,0.22697,-0.15619,19.857,3.1616,3.074,1.8308
4.0364,5.5062,11.075,-74.574,27.923,34.962,271.18,5246.1,5.2842,5.9128,16.468,72.43,1.6277,2.1732,1.5315,-1.2319,5.6622,9.7543,4.365,3.1209
7.1194,6.9167,15.213,-91.968,161.69,73.778,416.35,2907.2,12.716,8.5894,20.405,53.919,2.6383,2.6357,2.4229,-0.62431,11.443,16.67,11.45,3.0225
22.427,3.6924,32.276,-118.99,452.74,44.139,1058.3,3329.4,21.278,6.6437,32.532,57.701,0.57918,2.1108,1.1556,-0.17785,1.9645,7.6298,4.7912,2.2287
13.756,5.7891,26.78,-115.81,139.76,126.82,460.25,2889.7,11.822,11.261,21.453,53.756,0.48391,2.499,0.44965,-0.1765,2.2118,9.717,2.6327,2.341
15.484,2.5214,22.461,-106.36,197.98,29.776,257.4,2768.2,14.071,5.4567,16.044,52.613,0.55675,2.984,0.50246,-0.24179,2.1094,13.805,3.0551,2.2431
12.795,6.1566,18.164,-151.52,393.74,37.905,582.82,2824.7,19.843,6.1567,24.142,53.148,1.5655,0.78927,1.9094,-0.09486,4.2235,3.0263,6.0987,1.8448
0.021591,34.252,51.62,-131.8,0.084267,470.86,1143.6,6921.1,0.29029,21.699,33.817,83.193,19.407,0.53859,0.18451,0.15643,485.17,3.7194,1.9927,1.5821
1.7556,2.6006,26.414,-164.39,6.946,23.025,374.59,5563.7,2.6355,4.7984,19.354,74.59,2.3512,2.7589,0.25923,0.44465,9.5535,13.167,1.802,2.0187
26.352,12.802,11.234,-89.051,699.86,354.42,325.6,3451.4,26.455,18.826,18.045,58.749,1.0001,1.5378,2.2622,-0.81765,3.2266,4.4883,9.3296,3.1744
3.6366,21.577,26.041,-112.87,100.08,197.73,673.47,5712.6,10.004,14.062,25.951,75.582,3.3832,0.58695,1.0262,-0.14647,14.592,2.962,3.5903,1.8221
4.3847,5.5469,7.9209,-114.77,65.489,58.72,109.47,2879.2,8.0925,7.6629,10.463,53.658,3.2469,2.5512,1.8264,0.20093,17.041,12.261,6.9989,2.1907
1.201,3.2847,11.846,-103.8,5.6129,18.007,66.833,2385.4,2.3692,4.2434,8.1751,48.841,2.7936,1.9474,0.8084,-0.018531,12.382,8.2173,4.3908,1.9505
2.3666,6.7634,8.5028,-76.633,14.823,31.815,164.06,2210.4,3.85,5.6405,12.809,47.015,1.7973,1.6133,2.817,-0.71355,6.0291,6.1684,15.846,3.25
1.7418,9.4247,37.243,-111.68,44.503,174.31,424.5,3297.8,6.6711,13.203,20.603,57.426,8.3279,3.7821,1.3924,-0.11037,91.251,24.34,9.7841,2.1613
7.4066,16.696,19.301,-141.99,203.39,222,509.13,1810.1,14.261,14.9,22.564,42.545,2.699,1.3614,1.3224,-0.034816,11.729,5.2969,4.3857,3.3231
14.436,6.6096,20.221,-130.06,539.4,129.21,981.66,4405.1,23.225,11.367,31.331,66.371,2.0402,2.6905,1.7344,-0.1299,6.0204,11.156,4.8827,1.9283
1.0919,7.8436,18.457,-118,7.4199,72.033,145.19,3182.8,2.724,8.4872,12.05,56.416,3.6399,1.7551,1.1175,-0.22054,21.525,8.1042,5.534,2.1352
4.8235,18.001,61.545,-157.72,82.94,258.19,578.88,2357.2,9.1071,16.068,24.06,48.551,1.779,0.36751,0.16226,0.32265,4.9166,2.0018,2.2225,2.5249
12.194,0.77238,11.108,-100.15,59.944,10.841,97.131,3826.5,7.7424,3.2926,9.8555,61.858,0.25121,5.8304,2.4025,-0.10799,2.536,41.087,13.112,1.8442
11.892,14.633,7.8331,-144.99,242.52,161.6,274.01,2108.9,15.573,12.712,16.553,45.922,1.7783,1.4257,2.9693,0.40747,6.8536,5.6179,12.215,2.6545
0.0033569,22.415,49.112,-157.84,0.027547,55.587,302.39,5671,0.16597,7.4556,17.389,75.306,63.673,0.13566,-0.41651,0.46319,4508,3.0147,3.343,1.7986
0.13519,31.526,83.291,-117.4,1.9428,144.63,971.24,2375.3,1.3938,12.026,31.165,48.737,14.401,-0.54528,-0.34513,-0.029682,263.28,3.0904,2.022,2.3094
43.143,0.031021,21.221,-132.36,586.82,0.11527,229.45,4858,24.224,0.33951,15.148,69.7,0.46982,20.886,0.32665,-0.029401,2.3807,645.43,1.7751,1.8976
2.8553,4.0773,19.672,-152.26,13.658,43.643,69.83,3371.2,3.6957,6.6063,8.3565,58.062,1.3331,2.026,-0.14805,0.6986,4.3694,7.707,3.8226,2.5237
0.44156,7.6423,32.038,-107.14,2.6611,47.168,898.03,7294.4,1.6313,6.8679,29.967,85.407,5.5693,0.75313,0.50794,-0.19906,41.944,2.8161,1.854,1.4666
17.324,1.371,3.6754,-95.529,116.51,8.4803,20.723,4261.6,10.794,2.9121,4.5523,65.281,-0.10311,3.1336,1.472,-0.1895,2.2916,15.099,5.1041,1.7284
9.4269,9.2412,12.399,-125.31,127.13,119.49,76.162,5227.2,11.275,10.931,8.7271,72.3,0.73566,0.85924,0.71582,-0.13871,2.0931,2.5062,3.5214,1.6204
9.8831,4.9547,40.059,-80.653,172.86,96.286,1042.5,3104.9,13.148,9.8125,32.288,55.721,1.4503,3.0062,0.64927,-0.71305,4.5235,14.428,2.5128,2.8011
14.258,7.0544,25.387,-137.67,282.81,105.65,1107.8,2902.5,16.817,10.279,33.284,53.875,1.307,1.9959,1.3196,-0.2125,3.821,7.7411,3.7218,2.5683
6.7083,3.6089,32.464,-92.506,107.79,54.512,403.01,4643,10.382,7.3833,20.075,68.14,2.3274,2.796,0.73489,-0.74362,10.198,11.577,3.2309,2.4422
2.6815,18.292,23.642,-117.83,75.66,127.87,513.62,5961.3,8.6982,11.308,22.663,77.21,5.1107,0.69336,1.0098,-0.26174,36.044,3.9414,3.7745,1.7891
6.7991,8.4745,12.428,-89.75,91.774,59.448,445.86,5801,9.5799,7.7102,21.115,76.164,1.8007,1.4165,1.9362,-0.63874,5.8102,4.8546,6.2462,2.1466
0.90213,8.7246,14.147,-109.59,9.6038,17.19,126.03,4087.9,3.099,4.1461,11.226,63.937,3.8035,0.3636,1.1566,-0.77417,17.037,3.4634,4.4531,2.8582
0.52856,16.372,21.752,-111.67,3.7392,195.86,592.69,3708.3,1.9337,13.995,24.345,60.896,4.0041,2.2321,2.6371,-0.35096,18.967,8.3841,10.381,2.3894
7.6488,12.711,19.8,-133.79,121.05,141.36,274.94,3263.4,11.002,11.89,16.581,57.126,1.2603,0.63583,0.78926,0.0076334,3.5027,2.8859,3.3171,2.233
6.9743,9.7769,13.877,-130.32,123.66,86.811,289.16,5337.9,11.12,9.3173,17.005,73.061,1.5939,2.1917,1.4461,-0.20098,5.0765,11.545,4.8654,2.0651
1.5363,4.9872,12.646,-149.65,10.039,27.724,98.683,4081.3,3.1684,5.2654,9.9339,63.885,2.5338,1.2424,1.5849,0.34804,9.9766,4.8666,7.8605,1.8928
4.1003,5.3571,23.645,-101.4,31.999,62.886,581.36,4757,5.6568,7.9301,24.111,68.971,1.8477,2.1021,1.5182,-0.35362,6.9988,8.2543,5.2805,1.9933
0.0062408,17.716,24.48,-131.55,0.021217,17.587,70.191,3687.6,0.14566,4.1937,8.378,60.726,32.553,-0.10342,0.76184,-0.014922,1301.4,4.8508,6.8432,1.7618
0.021927,19.075,46.55,-102.42,0.11981,171.68,919.72,4735.4,0.34613,13.103,30.327,68.814,25.121,0.904,0.31207,-0.29072,896.21,3.0222,2.0316,1.8059
3.9003,12.839,22.227,-80.246,44.872,224.06,503.99,2749.2,6.6986,14.969,22.45,52.433,2.0699,2.1498,1.0679,-0.43557,7.2246,9.0613,3.4394,2.4432
0.20078,22.639,54.994,-127.73,1.2489,340.43,788.81,3076.3,1.1175,18.451,28.086,55.464,8.0308,0.78846,0.33699,0.060245,80.861,2.8169,2.2937,2.1383
9.8541,2.8907,23.016,-105.75,85.376,37.809,216.34,5590.9,9.2399,6.1489,14.708,74.772,0.48169,2.3551,0.14991,-0.27087,1.9651,7.8154,2.5642,1.8886
4.2808,2.4831,15.705,-133.14,25.162,16.809,90.878,5122.2,5.0162,4.0999,9.533,71.569,0.91821,1.7789,0.71057,0.12714,2.6875,5.756,2.731,1.769
1.7141,4.7601,14.734,-90.614,8.2078,34.447,163.07,2993.8,2.8649,5.8692,12.77,54.716,1.8537,1.2992,0.99361,-1.0666,6.2593,4.1756,3.3877,3.3171
0.36853,24.838,39.68,-132.27,2.636,309.42,539.44,4601.6,1.6236,17.59,23.226,67.835,6.2084,0.34497,0.26202,0.040415,52.102,2.2718,2.3746,1.9493
1.1959,9.3303,41.896,-71.025,10.718,118.79,823.47,2500.3,3.2739,10.899,28.696,50.003,3.4511,1.9096,0.58487,-0.64286,16.316,6.6165,2.3655,2.3321
12.357,6.5129,33.627,-160.07,121.94,194.28,538.19,4097,11.043,13.938,23.199,64.008,0.40869,2.9514,1.2053,0.45057,2.1515,12.892,4.9931,2.1574
0.03215,13.644,45.432,-112.88,0.32455,43.297,320.54,2532.7,0.56969,6.58,17.904,50.326,29.752,0.76784,-0.27849,0.023581,1093,4.5498,2.6438,2.3945
18.102,2.25,18.989,-97.681,259.72,14.075,336.88,4391.4,16.116,3.7517,18.354,66.268,1.251,2.1697,0.46423,-0.4251,5.4152,8.8094,1.7978,1.8925
5.8839,2.7953,14.051,-110.49,20.378,23.714,235.71,1730.5,4.5143,4.8697,15.353,41.599,0.61085,3.0235,0.99271,-0.38233,3.9168,17.491,2.9842,2.5461
0.60504,14.25,19.788,-110.68,5.4192,102.55,471.72,5674.6,2.3279,10.127,21.719,75.33,5.1639,2.9393,1.9522,-0.66651,33.902,15.884,8.3754,1.968
0.49496,29.26,50.657,-147.24,3.4071,208.76,1452,4297.7,1.8458,14.448,38.104,65.557,3.9398,0.0048783,0.43749,0.086486,18.043,3.632,1.8004,1.8553
0.00027466,26.019,53.762,-104.49,0.00076288,179.8,1229.9,4111.4,0.02762,13.409,35.07,64.12,121.63,1.2394,1.0685,-0.57355,16094,4.7903,3.8038,2.124
0.31047,17.861,51.346,-158.04,2.165,171.35,997.47,6380,1.4714,13.09,31.583,79.875,6.5576,0.82807,0.0083299,0.41447,55.456,3.5034,1.8797,1.7705
10.797,16.185,20.201,-100.4,343.86,110.07,485.43,4008.9,18.543,10.492,22.033,63.316,1.8793,0.90739,0.96733,-0.35882,5.8566,4.123,3.9452,1.9598
8.2126,6.9474,7.6378,-80.397,99.873,42.516,162.52,4190.7,9.9936,6.5204,12.748,64.735,1.2513,1.4715,2.0565,-0.9291,4.1261,5.6974,7.3437,2.8947
0.15369,12.562,42.171,-88.23,0.2974,183.97,1288,5269,0.54534,13.564,35.889,72.588,6.133,1.0394,0.51094,-0.465,64.82,3.2937,1.9681,1.7615
11.426,7.1479,4.326,-110.05,164.3,82.6,105.37,6746.8,12.818,9.0885,10.265,82.139,1.0506,3.7006,4.0532,-0.096576,3.4052,22.134,22.247,1.4839
10.185,2.4855,7.2826,-101.02,94.174,12.57,26.146,6095.8,9.7043,3.5454,5.1133,78.075,0.19275,1.5691,1.292,-0.34484,1.4463,5.8809,8.5052,1.6021
0.1823,8.1586,11.872,-139.16,0.81338,19.439,42.26,5313.9,0.90188,4.409,6.5008,72.897,6.4569,0.53938,0.24051,0.28709,52.243,4.1438,3.3143,1.8911
3.0442,21.918,19.05,-77.742,18.619,270.14,536.52,3246.8,4.315,16.436,23.163,56.981,1.135,0.76645,1.0211,-1.0367,3.1313,2.3769,2.9763,3.123
6.1317,13.503,19.084,-99.08,75.542,114.88,1191.1,5184.8,8.6915,10.718,34.512,72.005,1.5427,0.92089,2.3792,-0.56818,4.8499,4.085,8.2424,2.2209
0.71608,19.312,27.093,-125.35,7.0723,151.12,361.66,4045.1,2.6594,12.293,19.017,63.601,4.9366,0.098837,0.27396,-0.3811,31.096,1.761,2.4311,2.2506
2.1969,51.997,46.964,-178,35.724,2226.6,1512.7,3764.8,5.977,47.187,38.894,61.358,3.7211,0.30376,0.10883,0.93819,19.444,1.5204,1.4409,2.8671
5.2691,9.4152,13.05,-101.31,82.492,157.88,86.864,2548.7,9.0825,12.565,9.3201,50.485,4.0662,1.4458,0.30197,-0.48646,25.556,4.8264,2.4837,2.6306
17.418,8.8762,5.3315,-106.45,404.98,89.785,86.148,5928.5,20.124,9.4755,9.2816,76.997,1.192,1.0359,2.664,-0.36107,3.3765,3.2677,13.205,1.6922
8.8531,2.8727,21.723,-110.24,109.23,24.869,288.73,4653,10.452,4.9868,16.992,68.213,1.1179,2.6342,0.26696,-0.31706,3.2679,12.594,2.0569,1.9889
30.013,0.41377,45.757,-133.22,365.28,13.516,618.71,2587.5,19.112,3.6764,24.874,50.867,0.17873,13.411,0.31751,0.32991,1.5716,236.41,2.2316,2.4883
3.4857,16.575,38.278,-128.97,82.231,91.673,1343.9,4113.7,9.0681,9.5746,36.66,64.138,3.1047,0.6449,0.70085,0.26912,12.429,3.4495,2.1697,2.2804
0.91122,7.054,55.982,-105.08,5.4665,59.554,2557.7,5421.2,2.3381,7.7172,50.574,73.629,3.2087,1.2712,0.80969,-0.25151,14.179,4.0698,2.2761,1.6395
5.8691,14.062,18.662,-105.97,144.87,450.93,342.43,7125.9,12.036,21.235,18.505,84.415,2.9028,2.636,0.99391,-0.41124,13.002,10.754,3.4434,1.7601
0.56943,23.687,42.519,-131.32,6.1944,149.28,534.19,4193.5,2.4888,12.218,23.113,64.758,5.292,1.7945,0.22446,-0.37223,31.934,16.553,3.7278,2.1753
1.5259e-05,21.338,41.566,-93.807,1.5259e-05,71.381,416.14,2398.2,0.0039063,8.4488,20.399,48.971,255.99,0.88409,0.34776,-0.81422,65534,3.4429,2.1772,2.9802
1.0751,10.601,24.451,-129.29,15.858,76.194,265.61,4974.7,3.9822,8.7289,16.298,70.531,5.2741,1.4543,0.2843,-0.15351,34.92,9.5769,2.4203,1.9468
14.654,43.308,51.747,-134.35,469.49,1708.9,2139.7,3474.6,21.668,41.338,46.257,58.946,1.0779,0.32439,0.46042,0.17493,2.5902,1.6617,1.9206,2.234
0.22151,30.632,69.802,-131.75,1.1978,326.33,2133.9,4744.6,1.0945,18.065,46.194,68.881,6.1239,0.5124,0.2207,0.076519,45.561,3.4159,1.7674,1.9273
